"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","result_label","result_score","tr001_modele_dpe_type_libelle","tr002_type_batiment_description"
"3CL - DPE","V2012","2013-04-23",1267.94,"G",41.28,"D",1950,0,43.658621999999994,7.165041,"25 Avenue des Oliviers 06800 Cagnes-sur-Mer",0.83,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"3CL - DPE","V2012","2013-05-13",210.34,"D",10.63,"B",2000,88,45.190002,4.797127,"3 Rue du Moulin 07370 Sarras",0.76,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-28",413,"F",14,"C",1974,82,49.409240000000004,4.726843,"4 Rue de Ballay 08400 Vouziers",0.56,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-28",672,"G",44,"E",1948,133.4,42.938869,1.8521,"2 Rue Anatole France 09300 Lavelanet",0.95,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-31",484.15,"G",10.29,"B",1948,120,48.032399,4.36453,"2 Rue du Vieux Chateau 10110 Balnot-sur-Laignes",0.81,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-08",199,"D",9,"B",2012,70,43.326149,2.521337,"Lotissement les Hauts de la Cabrerisse 11160 Caunes-Minervois",0.71,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-04",290,"E",22,"D",1948,143,44.191269,2.381586,"Le Lac Blanc 12800 Camjac",0.94,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-29",186.52,"D",43.65,"E",1980,49.47,43.305662,5.383728,"Boulevard National 13003 Marseille",0.48,"Vente","Logement"
"Méthode Facture",,"2013-05-07",289,"E",86,"G",1947,34.96,49.188053000000004,-0.358117,"21 Rue de la Pigaciere 14000 Caen",0.96,"Vente","Logement"
"FACTURE","VERSION_2012","2013-06-12",0,"A",0,"A",1932,89.5,44.878906,2.416509,"Route de Crespiat 15130 Arpajon-sur-Cère",0.66,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-13",301.98,"D",9.83,"B",1948,148,46.028496999999994,0.187446,"41 Route de Montjean 16700 Ruffec",0.77,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-09",287,"E",15,"C",1989,70.6,46.246559999999995,-1.496478,"52 Residence les Maisons Salines 17880 Les Portes-en-Ré",0.87,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-17",222.22,"D",11.16,"C",1990,90,47.197517,2.573884,"31 Rue de l'Avenir 18220 Les Aix-d'Angillon",0.81,"Location","Maison Individuelle"
"Méthode Facture",,"2013-06-05",0,"N",0,"N",1947,54.75,45.30287,1.458758,"Bourzat 19130 Voutezac",0.94,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-17",288.21,"E",15.62,"C",1988,79.67,47.320253,5.050466,"64 Rue Jean - Baptiste Baudin 21000 Dijon",0.62,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",194,"D",58,"F",1948,145,48.559917,-2.378282,"11 Rue de la Libération 22550 Hénanbihen",0.94,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-06-12",419.02,"F",21.6,"D",1980,101,46.036918,2.0413650000000003,"Le Frais 23480 Fransèches",0.7,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-15",52.16,"N",1.7,"N",1948,165,45.612849,0.5580430000000001,"Les Bories 24360 Soudat",0.68,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-18",156.47,"D",42.87,"E",1997,95,47.550474,6.867710000000001,"23 Rue de Trévenans 25600 Dambenois",0.78,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",484,"G",95,"G",1948,76,45.275756,4.859179,"677 Route de la Blachette 26140 Anneyron",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",325,"E",76,"F",1948,76,48.983605,1.401041,"5 Rue des 4 Vents 27120 Gadencourt",0.73,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-14",345.66,"F",17.55,"C",1974,49.83,48.748255,1.419124,"26 bis Rue d'Anet 28500 Cherisy",0.76,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-22",219.95,"D",9.49,"B",2006,90,48.257109,-4.2047,"Lieu-dit Kerancleac'H 29590 Rosnoën",0.51,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-24",136,"C",3,"A",2006,48.37,41.582937,9.272966,"Residence Agnaredda 20137 Porto-Vecchio",0.52,"Vente","Logement"
"Méthode Facture",,"2013-06-28",118,"C",3,"A",1947,18.59,42.773855,9.476411,"Place Bach 20222 Brando",0.66,"Vente","Logement"
"3CL - DPE","V2012","2013-05-07",139.74,"C",29.88,"D",1985,81.41,43.832318,4.3700980000000005,"8 bis Rue de Garons 30000 Nîmes",0.78,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-04-05",233.93,"E",54.74,"E",1992,29.74,43.594043,1.388751,"21 bis Chemin du Calquet 31100 Toulouse",0.82,"Vente","Logement"
"Méthode Facture",,"2013-06-03",0,"N",0,"N",1947,56,43.949011999999996,0.08379500000000001,"Rue Rouget de l'Isle 32440 Castelnau d'Auzan Labarrère",0.67,"Location","Logement"
"3CL - DPE","V2012","2013-04-23",230.19,"D",23.93,"D",1974,52.8,44.777705,-0.574272,"Chemin Gaston 33140 Villenave-d'Ornon",0.81,"Vente","Logement"
"3CL - DPE","V2012","2013-04-30",121.58,"C",28.45,"D",1800,94.05,43.402744,3.6923839999999997,"1 Rue du Genie 34200 Sète",0.73,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-04",443,"F",123,"G",1948,150,48.100818,-1.667318,"19 Rue de la Herpe 35000 Rennes",0.96,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-22",255,"E",50,"E",1947,490,46.74137,1.130572,"Champ Rocher 36220 Lingé",0.83,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-16",0,"N",0,"N",1947,210,46.960848999999996,0.8647959999999999,"La Galerie 37350 La Celle-Guenand",0.93,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",281,"E",15,"C",1983,86.42,45.615096,5.239178,"80 Rue Arthur Rimbaud 38080 L'Isle-d'Abeau",0.95,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-23",0,"N",0,"N",1948,79.62,47.054646999999996,5.415083,"8 Avenue de Verdun 39500 Tavaux",0.78,"Location","Maison Individuelle"
"Méthode Facture",,"2013-05-13",439,"F",102,"G",1947,215,43.700022,-0.268367,"37 Rue du Chateau 40800 Aire-sur-l'Adour",0.95,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-13",53.38,"B",12.49,"C",2006,161.42,47.430172999999996,2.051257,"Route de Pierrefitte 41300 Salbris",0.75,"Neuf","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",241,"E",56,"F",1948,59,46.042568,4.047483000000001,"485 Rue de Saint Romain 42153 Riorges",0.52,"Vente","Logement"
"3CL - DPE","V2012","2013-04-17",70.26,"B",19.25,"C",1947,124.63,45.315474,3.342433,"Le Bourg 43100 Beaumont",0.69,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",315,"E",27,"D",1948,60.41,47.227396,-1.566581,"29 Rue Alphonse Daudet 44000 Nantes",0.96,"Vente","Logement"
"FACTURE - DPE","V2012","2013-05-06",68.83,"N",2.24,"N",1948,93,47.872640999999994,2.126507,"17 Avenue d'Orléans 45550 Saint-Denis-de-l'Hôtel",0.83,"Vente","Logement"
"3CL - DPE","V2012","2013-06-07",80.32,"B",3.53,"A",2007,114,,,,,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-10",0,"N",0,"N",1947,63,44.502195,0.171044,"46 Impasse Magdeleine 47200 Marmande",0.95,"Location","Maison Individuelle"
"Méthode Facture",,"2013-06-19",332,"F",99,"G",1947,120,44.732718,3.856694,"Place de la Gare 48300 Langogne",0.77,"Vente","Bâtiment collectif à usage principal d'habitation"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",140,"C",32,"D",1978,119,47.063859,-0.8565010000000001,"14 Square Faraday 49300 Cholet",0.96,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-06",227,"D",13,"C",1975,150.35,48.583769000000004,-1.087474,"27 Rue de la Vieille Rivière 50600 Grandparigny",0.69,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-16",190,"D",20,"C",2007,85,48.659221,4.751557,"Les Petits Chenots 51300 Orconte",0.57,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-14",0,"N",0,"N",1900,42.75,48.477219,4.9633080000000005,"Ruelle de l'Eglise 52130 Montreuil-sur-Blaise",0.74,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",362,"F",84,"G",1948,82,48.072461,-0.8324450000000001,"12 Avenue Saint Exupéry 53940 Saint-Berthevin",0.85,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",252,"E",33,"D",1948,71,48.545982,5.807832,"Avenue des Cristalliers 54112 Allamps",0.91,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-23",226.88,"D",39.63,"D",1977,712.91,49.145489000000005,5.393969,"6 Avenue du Président Kennedy 55100 Verdun",0.82,"Bâtiment public","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",199,"D",34,"D",1978,125,47.841741999999996,-3.15975,"11 Rue du Petit Keryallan 56440 Languidic",0.88,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-04-18",198.08,"C",30.11,"C",1977,1928.65,49.237407,6.18173,"Rue du Chateau 57525 Talange",0.3,"Bâtiment public","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"3CL - DPE","V2012","2013-05-27",281,"E",58,"F",1982,65,47.466617,3.5315830000000004,"Chemin du Trocadero 58500 Clamecy",0.48,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",258,"E",60,"F",1948,94,50.340011,3.532026,"18 Rue Maurice Utrillo 59770 Marly",0.95,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-13",329,"E",10,"B",1947,39.5,49.405515,2.838835,"Avenue du 1er Septembre 60200 Compiègne",0.41,"Vente","Logement"
"FACTURE","VERSION_2012","2013-05-13",558.04,"G",7.4,"B",1600,135,48.619768,0.425371,"Le Bois Revert 61170 Saint-Agnan-sur-Sarthe",0.8,"Location","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-05-06",231.03,"E",34.86,"D",1968,84,50.528444,2.635479,"289 Rue Saint Pry 62400 Béthune",0.36,"Vente","Logement"
"Méthode Facture",,"2013-05-25",97,"C",22,"D",1947,55,45.773893,3.0856310000000002,"10 Boulevard Léon Malfreyt 63000 Clermont-Ferrand",0.72,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",156,"D",36,"E",1965,122,43.322043,-0.380786,"5 Avenue d'Auteuil 64140 Lons",0.95,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",352,"F",82,"G",1948,76.4,43.002772,-0.083067,"Rue du Stade 65400 Argelès-Gazost",0.56,"Location","Logement"
"3CL - DPE","V2012","2013-04-22",217.42,"D",9.62,"B",1980,38.4,42.704266,2.908144,"11 Rue des Glaieuls 66000 Perpignan",0.8,"Vente","Logement"
"3CL - DPE","V2012","2013-05-12",700.2,"G",22.8,"D",1750,53,48.261386,7.454476,"4 Marche aux Vins 67600 Sélestat",0.5,"Copropriété","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",145,"C",33,"D",1975,154,48.125355,7.282433,"1 b Rue du Romarin 68770 Ammerschwihr",0.85,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-23",183,"D",22,"D",1947,40.76,45.751067,4.8534440000000005,"304 Rue Garibaldi 69007 Lyon",0.96,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-06",214,"D",12,"C",1948,98.51,47.886778,6.405704,"Rue de la Gare 70220 Fougerolles-Saint-Valbert",0.57,"Location","Logement"
"Méthode Facture",,"2013-05-15",188,"D",46,"E",1947,180,46.561671000000004,4.176225,"Buisson Laroze 71430 Palinges",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-27",182,"D",44,"E",1983,166,47.677607,-0.156435,"37 Rue du Patis Saint Germain 72200 Bazouges Cré sur Loir",0.85,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-21",309,"E",68,"F",1947,75,45.276811,6.350614,"346 Av Henri Falcoz 73300 Saint-Jean-de-Maurienne",0.64,"Location","Logement"
"3CL - DPE","V2012","2013-05-06",323.87,"E",15.44,"C",2009,33,46.14922,6.08183,"13 Che de Certoux 74160 Saint-Julien-en-Genevois",0.77,"Vente","Logement"
"Méthode Facture",,"2013-05-01",219,"D",51,"E",1947,43,48.897188,2.3381540000000003,"98 Rue du Poteau 75018 Paris",0.51,"Vente","Logement"
"Méthode Facture",,"2013-05-09",328,"E",10,"B",1947,43,49.424079,1.066547,"15 Place des Chartreux 76140 Le Petit-Quevilly",0.88,"Location","Logement"
"3CL - DPE","V2012","2013-05-04",237.38,"E",71.21,"F",1930,84,48.418746,3.272204,"35 Grande Rue 77480 Jaulnes",0.72,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",263,"E",13,"C",1989,78.55,48.937704,2.13206,"13 Domaine des Fonceaux 78600 Le Mesnil-le-Roi",0.68,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-05-02",188.41,"D",33.81,"D",1975,192,46.316190999999996,-0.434579,"12 Rue Henri Poincaré 79000 Niort",0.8,"Location","Maison Individuelle"
"Méthode Facture",,"2013-04-23",220,"D",43,"E",1947,70,49.797346000000005,2.9016740000000003,"4 Rue Lucien Blériot 80190 Potte",0.93,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-23",271,"E",8,"B",1947,146,44.058769,2.164329,"33 Avenue de la Boujassié 81400 Carmaux",0.95,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-29",0,"N",0,"N",1947,124,44.063577,1.330414,"4300 Chemin de Saint Pierre 82000 Montauban",0.67,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-22",135,"C",4,"A",2001,125.24,43.499775,6.548833,"Chemin des Oliviers 83920 La Motte",0.87,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-10",0,"N",0,"N",1900,55.51,43.877666,5.39117,"Impasse du Gaz 84400 Apt",0.6,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",566,"G",47,"E",1948,50,46.482332,-1.25631,"4 Rue du Champ de Foire 85320 La Bretonnière-la-Claye",0.73,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",393,"F",92,"G",1948,80.68,46.683583,0.365438,"44 Rue de Chante Alouette 86130 Jaunay-Marigny",0.69,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",188,"D",56,"F",1948,102.57,45.83446,1.3066950000000002,"14 Rue Maryse Bastié 87350 Panazol",0.95,"Vente","Maison Individuelle"
"FACTURE","VERSION_2012","2013-05-19",0,"A",0,"A",1900,222,48.409539,6.6102240000000005,"32 Rue du Général de Gaulle 88700 Xaffévillers",0.82,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-30",0,"N",0,"N",1947,74.8,47.491775,3.917093,"93 Rue de Lyon 89200 Avallon",0.58,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"FACTURE - DPE","V2012","2013-04-29",202.78,"D",47.45,"E",1974,105,47.638157,6.864957,"Rue de la Grande Fontaine 90000 Belfort",0.48,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",281,"E",17,"C",1999,146,48.652346,2.32416,"69 Avenue Paul Vaillant Couturier 91700 Sainte-Geneviève-des-Bois",0.95,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-30",235,"E",12,"C",1978,75,48.875104,2.181176,"25 bis Rue du Château 92500 Rueil-Malmaison",0.96,"Vente","Logement"
"Méthode Facture",,"2013-05-07",228,"D",53,"E",1947,51,48.957621,2.545162,"Parc de la Noue 93420 Villepinte",0.79,"Vente","Logement"
"Méthode Facture",,"2013-05-13",216,"D",7,"B",1947,38.42,48.855987,2.459524,"20 Avenue Ernest Renan 94120 Fontenay-sous-Bois",0.96,"Vente","Logement"
"3CL - DPE","V2012","2013-05-02",209.64,"D",9.67,"B",1988,110,49.058170000000004,2.541518,"15 b Rue de l'Ormet 95380 Villeron",0.68,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-07",222,"D",7,"B",1947,200,46.185812,4.835446,"1095 Route des Brocatieres 01140 Saint-Didier-sur-Chalaronne",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",183,"D",9,"B",2006,160,49.480554,3.5274400000000004,"11 Rue du Bois Lombart 02000 Chavignon",0.84,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-21",232,"E",54,"E",1947,81.19,46.121426,3.423168,"1 Rue Besse 03200 Vichy",0.95,"Vente","Bâtiment collectif à usage principal d'habitation"
"3CL - DPE","V2012","2013-06-03",367,"F",20,"C",1982,38.77,44.291107000000004,6.570810000000001,"Residence le Pointu la Foux d'Allos 04260 Allos",0.34,"Vente","Logement"
"Méthode Facture",,"2013-05-28",0,"N",0,"N",1947,85,44.567929,6.082939,"3 Rue Gaston Espitallier 05000 Gap",0.76,"Vente","Logement"
"Méthode Facture",,"2013-04-23",160,"D",48,"E",1947,35.79,43.696055,7.252816,"7 Rue Alexis Mossa 06000 Nice",0.97,"Vente","Logement"
"3CL - DPE","V2012","2013-05-15",301.08,"E",15.5,"C",1982,95,45.249836,4.692642,"16 Village Vivarois 3 07100 Annonay",0.53,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-28",178,"D",53,"E",2001,196.4,49.78082,4.802005,"27 Avenue de Belgique 08700 La Grandville",0.94,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-05-28",107.55,"C",4.86,"A",2001,170,43.141736,1.6967900000000002,"1 Chemin des Jardins 09100 Le Carlaret",0.56,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-06-01",410,"F",101,"G",1947,80,48.295123,4.069176000000001,"58 Rue Jaillant Deschainets 10000 Troyes",0.85,"Vente","Logement"
"3CL - DPE","V2012","2013-05-10",149.25,"C",5.76,"A",2003,73.9,42.879336,3.044608,"Résidence les Jardins de Venus 11370 Leucate",0.79,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-04",222,"D",8,"B",1989,115,44.526253000000004,2.284868,"La Pélonie 12110 Cransac",0.65,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-29",113.35,"C",10.47,"B",1998,100,43.362426,5.626301,"53 Impasse des Cabrettes 13390 Auriol",0.63,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",172,"D",40,"E",2001,120,49.170437,-0.319087,"21 Rue Albert Suel 14120 Mondeville",0.95,"Vente","Maison Individuelle"
"FACTURE","VERSION_2012","2013-06-12",0,"A",0,"A",1930,95.4,44.968754,2.531543,"4 Chemin de Falies 15130 Saint-Simon",0.64,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",334,"F",84,"G",1948,81,46.025969,0.46739899999999995,"Loume 16350 Benest",0.58,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-09",214,"D",11,"C",2001,79.5,46.228260999999996,-1.545066,"72 Rue de la Forge 17590 Saint-Clément-des-Baleines",0.85,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",187,"D",10,"B",1989,212,47.098501,2.368678,"48 Avenue Henri Debord 18230 Saint-Doulchard",0.81,"Vente","Maison Individuelle"
"3CL","2012","2013-06-05",229.63,"D",11.67,"C",2011,84,45.44775,1.520225,"5 Rue du Chateau 19140 Saint-Ybard",0.8,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-16",272.02,"E",4.28,"A",1947,102,47.323638,4.989237999999999,"45 Chemin de la Rente de la Cras 21000 Dijon",0.83,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-10",154,"D",6,"B",2008,96.9,48.183539,-2.638985,"5 Rue des Roseaux 22210 La Prénessaye",0.94,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-06-12",0,"N",0,"N",1890,126.95,46.001011,1.75738,"3 Route du Palais 23400 Bosmoreau-les-Mines",0.8,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-15",341.22,"F",80.58,"F",1980,80,44.683656,0.8951040000000001,"La Douele Nord 24540 Monpazier",0.74,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-20",153,"D",4,"A",1,58,47.058471000000004,6.609949,"17 Avenue Charles de Gaulle 25500 Morteau",0.95,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",286,"E",10,"B",2006,99.85,45.001282,5.137912,"Allees des Bernards 26300 Rochefort-Samson",0.55,"Location","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-05-09",302.73,"E",4.15,"A",1981,94,49.13663,1.344961,"5 Rue des Corricards 27600 Saint-Aubin-sur-Gaillon",0.77,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-14",289.7,"E",67.79,"F",1948,100,48.181175,1.395334,"2 Allée de Migaudry 28800 Bonneval",0.95,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-02",481.5,"G",25.62,"D",1974,77.77,48.248037,-4.420635,"18 Route de Crozon 29160 Crozon",0.51,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",164,"D",38,"E",1948,90.74,41.936559,8.739897000000001,"Rue Nicolas Peraldi 20090 Ajaccio",0.6,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-28",175,"D",5,"A",2006,41.18,42.882895,9.474826,"Residence Capraia 20228 Luri",0.84,"Vente","Logement"
"3CL - DPE","V2012","2013-05-13",198.1,"D",21.06,"D",1960,42.56,43.547221,4.124084,"Impasse des Goemons 30240 Le Grau-du-Roi",0.81,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-23",156,"D",36,"E",1948,150,43.526982000000004,1.405041,"2 Rue de Versailles 31120 Portet-sur-Garonne",0.95,"Vente","Maison Individuelle"
"3CL","v15c","2013-06-03",502.15,"G",29.65,"D",1960,60,43.646802,0.7705609999999999,"19 Route d'Auch 32270 Aubiet",0.63,"Location","Maison Individuelle"
"Méthode Facture",,"2013-04-24",312,"E",10,"B",1947,72,44.806527,-0.031009,"5 Rue Raymond Vergnaud 33350 Pujols",0.94,"Vente","Bâtiment collectif à usage principal d'habitation"
"3CL - DPE","V2012","2013-04-30",155.14,"D",36.3,"E",1975,50.38,43.620429,3.8841160000000006,"230 Rue du Jeu de Mail des Abbés 34000 Montpellier",0.67,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-04",403,"F",25,"D",1948,74.6,48.066388,-1.97882,"2 Ruelle du Rocher 35160 Monterfil",0.94,"Location","Maison Individuelle"
"FACTURE","VERSION_2012","2013-05-23",184.62,"D",55.38,"E",1900,108,,,,,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-16",391.24,"F",10.73,"B",1930,109.1,46.977982,0.689125,"Rue Gustave de Ravignan 37160 Descartes",0.7,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-07",121.22,"C",6.47,"B",2005,104.11,45.613827,5.272856,"39 Chemin des Sétives 38300 Bourgoin-Jallieu",0.83,"Vente","Maison Individuelle"
